feature,permutation_scope,auc_drop_mean,auc_drop_sd,top1_drop_mean,top1_drop_sd,mrr_drop_mean,mrr_drop_sd,race_logloss_increase_mean,race_logloss_increase_sd,winner_rank_increase_mean,winner_rank_increase_sd
recent_days_since_last_run,within-race,-0.00019056889465720594,0.0007415404453805036,-0.005333333333333334,0.003399346342395188,-0.004179661079661068,0.0013581739644962113,-0.00034687226833662876,0.00141810152384093,-0.010000000000000498,0.008944271909999035
win_percentage_rank,within-race,0.0005846852693056626,0.0003517010376074586,-0.0053333333333333375,0.004521553322083511,-0.004230225330225312,0.0025223052250959253,0.0004928204703584349,0.0007133041217306813,-0.018000000000000328,0.012400716825158907
historical_market_overperformance_weighted_3,within-race,-0.0005853341985723626,0.00014810095690655247,-0.004666666666666669,0.003399346342395187,-0.004416289266289208,0.0019018322950324817,-0.001584664685823345,0.00027900373473476256,-0.009333333333333905,0.008273115763993838
similar_distance_finish_percentile_weighted_gap_to_best,within-race,0.001267142548128919,0.0024902421024061774,-0.01,0.005962847939999439,-0.004460446960446951,0.0055824245844099665,-0.004756230693762653,0.006513491369312484,0.05199999999999978,0.03624607258418186
same_track_distance_margin_quality,within-race,0.0005009733939000727,0.0007368151047034334,-0.007999999999999998,0.001632993161855449,-0.004500416250416228,0.0007154769480152346,0.00025474943646228707,0.0010237726002082948,-0.005333333333333812,0.00805536398239648
best_margin_quality_at_stronger_class,within-race,-0.0005122215011897468,0.00042654539683073376,-0.006000000000000003,0.003265986323710898,-0.004510915010914984,0.002041185293511526,-0.0017721038031095482,0.0008650314290558074,-0.003333333333334032,0.021807236311728102
current_form_strength_gap_to_best,within-race,0.0002673588578844699,0.0006095486094681842,-0.008000000000000004,0.010022197585581939,-0.0045786491286491145,0.005449320569972193,-0.0014078120914057025,0.0008819265793120853,0.015333333333333065,0.023532483459630344
recent_4_starting_price,within-race,-0.0010774388924940314,0.0003590254235087249,-0.004666666666666671,0.005416025603090639,-0.004696479446479429,0.002130781924068735,-0.0008452769034663632,0.0008342018410664432,-0.020666666666667232,0.017562586496426103
recent_avg_weight_kg,within-race,-1.5141682889896479e-05,0.0003718472599890409,-0.007333333333333333,0.0024944382578492895,-0.004808706108706084,0.0013949366741819466,-0.00017487424520075124,0.0007915939538451493,-0.018666666666667275,0.016000000000000014
prize_money,within-race,-0.0007624918883841536,0.0007178577448866667,-0.007999999999999998,0.001632993161855449,-0.004826190476190461,0.001283921206472621,-0.0018559330364765537,0.0014446026718430197,-0.004666666666667041,0.016679994670928903
historical_step_down_finish_percentile,within-race,-0.0035228206792126348,0.0007188023625821657,-0.006000000000000005,0.003887301263230198,-0.004954543604543582,0.0023534875357514376,-0.007170511584152628,0.0014019343669297412,-0.032666666666667156,0.014817407180595037
recent_weighted_top3_rate_rank,within-race,-0.0005680294181267919,0.0002768016135513717,-0.006000000000000003,0.004422166387140533,-0.005102258852258823,0.0029108305037893983,-0.0013067678805962935,0.00040190592307788874,-0.02800000000000047,0.013097921802925582
class_adjusted_finish_percentile_weighted_3_zscore_in_race,within-race,-0.00024161799697171028,0.0004379696220460314,-0.007999999999999998,0.002666666666666662,-0.0055147001147001105,0.002043919758189562,-0.001729782138221836,0.000879775260040242,-0.022666666666667012,0.02037427571991472
recent_margin_last_minus_avg3,within-race,-0.00029017953709715717,0.0016068819411976752,-0.009333333333333336,0.005333333333333329,-0.005547587597587578,0.0033393919411526074,-0.0012820320606506286,0.003150426119863391,0.003333333333332611,0.022997584414213804
recent_avg_starting_price,within-race,0.0005950681375729739,0.0006512046057000431,-0.008000000000000002,0.003399346342395188,-0.005636284086284071,0.0016751920524992064,0.0006698371267901849,0.0013991972170233975,-0.006000000000000405,0.007423685817106533
sectional_closing_speed_ratio_weighted_6,within-race,-0.0006377893142981206,0.00047997443440387543,-0.01133333333333333,0.00452155332208351,-0.00607091427091423,0.002208255664389195,-0.0016244984285068043,0.0008448019397762777,0.005333333333333102,0.00618241233033044
jockey_trainer_history_smoothed_top3_rate_pct_in_race,within-race,-0.00011399524118533843,0.0006211757876544966,-0.010666666666666668,0.00573488351136175,-0.006612879712879683,0.00350453759061003,-0.0002545166854818426,0.0010224517461640804,0.0006666666666660604,0.00928559218478945
place_percentage_rank,within-race,-0.0005907419424616255,0.0009835470194028396,-0.01,0.004216370213557838,-0.007004909904909895,0.002897073217879174,-0.0020285956463373723,0.0011374585529533494,-0.030000000000000426,0.012472191289246379
historical_market_overperformance_weighted_6,within-race,0.0005495349340254752,0.0008136562978847229,-0.010666666666666663,0.0032659863237109034,-0.007338424538424526,0.00211246444528243,0.0002317885294395694,0.002458730416056714,-0.02133333333333347,0.015289793254906321
recent_barrier_percentile_std_6,within-race,-0.0016888384166125815,0.0017012256903576775,-0.009999999999999998,0.005577733510227169,-0.007591972841972805,0.0032254543837260258,-0.0034945102097752923,0.0043118262353293735,-0.022666666666667012,0.021437246921084667
recent3_vs_career_place_rate,within-race,-0.0008617780661907881,0.001441168904631438,-0.012666666666666668,0.0032659863237109034,-0.007915510415510396,0.0016308059982264864,-0.0011607154082000192,0.0030317255880962755,-0.024000000000000375,0.007423685817106564
historical_market_overperformance_best_3,within-race,0.0003997404282933381,0.0012622549733391248,-0.012666666666666668,0.0057348835113617495,-0.008148544973544947,0.0030288744575033477,0.0019516805145387117,0.002990980080502638,-0.020666666666667232,0.028237091446063338
